lat,lon,id1,main,description,icon,temp,pressure,humidity,temp_min,temp_max,visibility,speed,deg,clouds,dt,typ,id2,message,country,sunrise,sunset,idn,name
28.383                                            ,77.091                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.97                                            ,1012                                              ,42                                                ,300.15                                            ,301.48                                            ,4000                                              ,3.6                                               ,330                                               ,40                                                ,1553175908                                        ,1                                                 ,9165                                              ,0.0081                                            ,IN                                                ,1553129707                                        ,1553173370                                        ,1275793                                           ,Bhundsi                                           
28.378                                            ,77.085                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.97                                            ,1012                                              ,42                                                ,300.15                                            ,301.48                                            ,4000                                              ,3.6                                               ,330                                               ,40                                                ,1553175908                                        ,1                                                 ,9165                                              ,0.0055                                            ,IN                                                ,1553129709                                        ,1553173373                                        ,1275793                                           ,Bhundsi                                           
28.370                                            ,77.077                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.89                                            ,1012                                              ,42                                                ,300.15                                            ,301.48                                            ,4000                                              ,3.6                                               ,330                                               ,40                                                ,1553175908                                        ,1                                                 ,9165                                              ,0.006                                             ,IN                                                ,1553129710                                        ,1553173373                                        ,1275793                                           ,Bhundsi                                           
28.358                                            ,77.066                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.88                                            ,1012                                              ,39                                                ,300.15                                            ,301.48                                            ,4000                                              ,4.1                                               ,330                                               ,40                                                ,1553178607                                        ,1                                                 ,9165                                              ,0.0071                                            ,IN                                                ,1553129712                                        ,1553173375                                        ,1275793                                           ,Bhundsi                                           
28.347                                            ,77.055                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.84                                            ,1012                                              ,39                                                ,300.15                                            ,301.48                                            ,4000                                              ,4.1                                               ,330                                               ,40                                                ,1553178607                                        ,1                                                 ,9165                                              ,0.0061                                            ,IN                                                ,1553129714                                        ,1553173377                                        ,1275793                                           ,Bhundsi                                           
28.335                                            ,77.043                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.81                                            ,1012                                              ,39                                                ,300.15                                            ,301.48                                            ,4000                                              ,4.1                                               ,330                                               ,40                                                ,1553179507                                        ,1                                                 ,9165                                              ,0.0061                                            ,IN                                                ,1553129719                                        ,1553173382                                        ,1275793                                           ,Bhundsi                                           
28.323                                            ,77.032                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.43                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,2.6                                               ,340                                               ,40                                                ,1553180407                                        ,1                                                 ,9165                                              ,0.0062                                            ,IN                                                ,1553129722                                        ,1553173385                                        ,1275793                                           ,Bhundsi                                           
28.311                                            ,77.021                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.37                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,2.6                                               ,340                                               ,40                                                ,1553180407                                        ,1                                                 ,9165                                              ,0.0063                                            ,IN                                                ,1553129724                                        ,1553173387                                        ,1275793                                           ,Bhundsi                                           
28.299                                            ,77.009                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.31                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,2.6                                               ,340                                               ,40                                                ,1553181307                                        ,1                                                 ,9165                                              ,0.0068                                            ,IN                                                ,1553129726                                        ,1553173389                                        ,1275793                                           ,Bhundsi                                           
28.287                                            ,76.997                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.44                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,350                                               ,40                                                ,1553181307                                        ,1                                                 ,9165                                              ,0.01                                              ,IN                                                ,1553129729                                        ,1553173392                                        ,1255870                                           ,Sohna                                             
28.275                                            ,76.985                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.45                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,350                                               ,40                                                ,1553181307                                        ,1                                                 ,9165                                              ,0.0077                                            ,IN                                                ,1553129734                                        ,1553173396                                        ,1254948                                           ,Taoru                                             
28.262                                            ,76.972                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.47                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,350                                               ,40                                                ,1553181307                                        ,1                                                 ,9165                                              ,0.0059                                            ,IN                                                ,1553129736                                        ,1553173399                                        ,1254948                                           ,Taoru                                             
28.248                                            ,76.959                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.48                                            ,1013                                              ,44                                                ,299.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,350                                               ,40                                                ,1553181307                                        ,1                                                 ,9165                                              ,0.0077                                            ,IN                                                ,1553129739                                        ,1553173401                                        ,1254948                                           ,Taoru                                             
28.234                                            ,76.945                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.48                                            ,1014                                              ,47                                                ,298.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,340                                               ,40                                                ,1553184000                                        ,1                                                 ,9165                                              ,0.0062                                            ,IN                                                ,1553129743                                        ,1553173406                                        ,1254948                                           ,Taoru                                             
28.219                                            ,76.931                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.02                                            ,1014                                              ,47                                                ,298.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,340                                               ,40                                                ,1553184908                                        ,1                                                 ,9165                                              ,0.0084                                            ,IN                                                ,1553129746                                        ,1553173408                                        ,1254948                                           ,Taoru                                             
28.205                                            ,76.916                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300                                               ,1014                                              ,47                                                ,298.15                                            ,301.48                                            ,4000                                              ,3.1                                               ,340                                               ,40                                                ,1553184908                                        ,1                                                 ,9165                                              ,0.0066                                            ,IN                                                ,1553129748                                        ,1553173411                                        ,1254948                                           ,Taoru                                             
28.164                                            ,76.876                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.22                                            ,1014                                              ,47                                                ,298.15                                            ,301.48                                            ,4000                                              ,2.1                                               ,300                                               ,40                                                ,1553185800                                        ,1                                                 ,9165                                              ,0.0087                                            ,IN                                                ,1553129758                                        ,1553173420                                        ,7279747                                           ,Bhiwadi                                           
28.122                                            ,76.836                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,298.15                                            ,1014                                              ,47                                                ,298.15                                            ,298.15                                            ,4000                                              ,2.1                                               ,300                                               ,40                                                ,1553185800                                        ,1                                                 ,9165                                              ,0.0076                                            ,IN                                                ,1553129768                                        ,1553173430                                        ,7279747                                           ,Bhiwadi                                           
28.085                                            ,76.799                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,299.39                                            ,1014                                              ,47                                                ,298.15                                            ,300.37                                            ,4000                                              ,2.1                                               ,300                                               ,40                                                ,1553187608                                        ,1                                                 ,9165                                              ,0.0064                                            ,IN                                                ,1553129777                                        ,1553173439                                        ,1272822                                           ,Dharuhera                                         
28.042                                            ,76.757                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,299.33                                            ,1014                                              ,47                                                ,298.15                                            ,300.37                                            ,4000                                              ,2.1                                               ,300                                               ,40                                                ,1553187608                                        ,1                                                 ,9165                                              ,0.0154                                            ,IN                                                ,1553129787                                        ,1553173449                                        ,1277698                                           ,Bakāpur                                           
27.999                                            ,76.716                                            ,800                                               ,Clear                                             ,clear sky                                         ,01n                                               ,300.37                                            ,987                                               ,4                                                 ,300.37                                            ,300.37                                            ,None                                              ,3.81                                              ,346.502                                           ,0                                                 ,1553187608                                        ,3                                                 ,2011697                                           ,0.0061                                            ,IN                                                ,1553129797                                        ,1553173458                                        ,1277698                                           ,Bakāpur                                           
27.956                                            ,76.674                                            ,800                                               ,Clear                                             ,clear sky                                         ,01n                                               ,300.37                                            ,987                                               ,4                                                 ,300.37                                            ,300.37                                            ,None                                              ,3.81                                              ,346.502                                           ,0                                                 ,1553187608                                        ,3                                                 ,2011697                                           ,0.0077                                            ,IN                                                ,1553129809                                        ,1553173470                                        ,1263880                                           ,Mandawar                                          
27.912                                            ,76.630                                            ,800                                               ,Clear                                             ,clear sky                                         ,01n                                               ,294.023                                           ,1013.57                                           ,41                                                ,294.023                                           ,294.023                                           ,None                                              ,3.81                                              ,346.502                                           ,0                                                 ,1553189591                                        ,None                                              ,None                                              ,0.012                                             ,IN                                                ,1553129818                                        ,1553173480                                        ,1263880                                           ,Mandawar                                          
27.867                                            ,76.587                                            ,801                                               ,Clouds                                            ,few clouds                                        ,02n                                               ,296.523                                           ,1012.85                                           ,36                                                ,296.523                                           ,296.523                                           ,None                                              ,3.81                                              ,355.502                                           ,20                                                ,1553190191                                        ,None                                              ,None                                              ,0.0083                                            ,IN                                                ,1553129828                                        ,1553173489                                        ,1263880                                           ,Mandawar                                          
27.780                                            ,76.507                                            ,801                                               ,Clouds                                            ,few clouds                                        ,02n                                               ,296.523                                           ,1012.85                                           ,36                                                ,296.523                                           ,296.523                                           ,None                                              ,3.81                                              ,355.502                                           ,20                                                ,1553190791                                        ,None                                              ,None                                              ,0.0056                                            ,IN                                                ,1553129848                                        ,1553173508                                        ,1263880                                           ,Mandawar                                          
27.687                                            ,76.437                                            ,802                                               ,Clouds                                            ,scattered clouds                                  ,03n                                               ,296.973                                           ,1013.33                                           ,30                                                ,296.973                                           ,296.973                                           ,None                                              ,5.11                                              ,17.502                                            ,36                                                ,1553191391                                        ,None                                              ,None                                              ,0.0062                                            ,IN                                                ,1553129865                                        ,1553173525                                        ,1278946                                           ,Alwar                                             
27.586                                            ,76.361                                            ,802                                               ,Clouds                                            ,scattered clouds                                  ,03n                                               ,296.973                                           ,1013.33                                           ,30                                                ,296.973                                           ,296.973                                           ,None                                              ,5.11                                              ,17.502                                            ,36                                                ,1553191991                                        ,None                                              ,None                                              ,0.0044                                            ,IN                                                ,1553129884                                        ,1553173544                                        ,1265961                                           ,Kotputli                                          
27.481                                            ,76.285                                            ,802                                               ,Clouds                                            ,scattered clouds                                  ,03n                                               ,296.973                                           ,1013.33                                           ,30                                                ,296.973                                           ,296.973                                           ,None                                              ,5.11                                              ,17.502                                            ,36                                                ,1553192591                                        ,None                                              ,None                                              ,0.0069                                            ,IN                                                ,1553216235                                        ,1553259993                                        ,1259347                                           ,Prāgpura                                          
27.376                                            ,76.213                                            ,802                                               ,Clouds                                            ,scattered clouds                                  ,03n                                               ,296.973                                           ,1013.33                                           ,30                                                ,296.973                                           ,296.973                                           ,None                                              ,5.11                                              ,17.502                                            ,36                                                ,1553193191                                        ,None                                              ,None                                              ,0.0054                                            ,IN                                                ,1553216253                                        ,1553260010                                        ,1276373                                           ,Bhābhru                                           
27.265                                            ,76.137                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,298.15                                            ,1015                                              ,47                                                ,298.15                                            ,298.15                                            ,3000                                              ,3.1                                               ,360                                               ,40                                                ,1553193000                                        ,1                                                 ,9170                                              ,0.005                                             ,IN                                                ,1553216270                                        ,1553260026                                        ,1263649                                           ,Manoharpur                                        
27.151                                            ,76.059                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,298.15                                            ,1015                                              ,47                                                ,298.15                                            ,298.15                                            ,3000                                              ,3.1                                               ,360                                               ,40                                                ,1553193000                                        ,1                                                 ,9170                                              ,0.0072                                            ,IN                                                ,1553216290                                        ,1553260045                                        ,1274671                                           ,Chandwaji                                         
27.041                                            ,75.984                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,298.15                                            ,1015                                              ,47                                                ,298.15                                            ,298.15                                            ,3000                                              ,3.1                                               ,360                                               ,40                                                ,1553193000                                        ,1                                                 ,9170                                              ,0.0059                                            ,IN                                                ,1553216309                                        ,1553260063                                        ,1269519                                           ,Jaipur                                            
26.930                                            ,75.909                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,298.15                                            ,1015                                              ,47                                                ,298.15                                            ,298.15                                            ,3000                                              ,3.1                                               ,360                                               ,40                                                ,1553193000                                        ,1                                                 ,9170                                              ,0.0071                                            ,IN                                                ,1553216326                                        ,1553260080                                        ,1278809                                           ,Āmer                                              
26.805                                            ,75.830                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,298.15                                            ,1015                                              ,47                                                ,298.15                                            ,298.15                                            ,3000                                              ,3.1                                               ,360                                               ,40                                                ,1553193000                                        ,1                                                 ,9170                                              ,0.0056                                            ,IN                                                ,1553216346                                        ,1553260098                                        ,8030622                                           ,Jagatpura                                         
26.787                                            ,75.822                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,297.15                                            ,1014                                              ,47                                                ,297.15                                            ,297.15                                            ,3000                                              ,4.6                                               ,360                                               ,40                                                ,1553194800                                        ,1                                                 ,9170                                              ,0.007                                             ,IN                                                ,1553216349                                        ,1553260101                                        ,8030622                                           ,Jagatpura                                         
26.659                                            ,75.768                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,297.15                                            ,1014                                              ,47                                                ,297.15                                            ,297.15                                            ,3000                                              ,4.6                                               ,360                                               ,40                                                ,1553194800                                        ,1                                                 ,9170                                              ,0.0061                                            ,IN                                                ,1553216361                                        ,1553260112                                        ,1274532                                           ,Chaksu                                            
26.532                                            ,75.713                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,297.15                                            ,1014                                              ,47                                                ,297.15                                            ,297.15                                            ,3000                                              ,5.1                                               ,360                                               ,40                                                ,1553196600                                        ,1                                                 ,9170                                              ,0.0072                                            ,IN                                                ,1553216376                                        ,1553260126                                        ,1274532                                           ,Chaksu                                            
